,clust_to_rv,gene_name,ortho,cog,product,refseq,count,score,name_to_rv,pan
Cluster 4795,Rv0798c,cfp29,419947.MRA_0808,S,Encapsulating protein for a DyP-type peroxidase or ferritin-like protein oligomers @ 29 KDa antigen CFP29,Z578_03912,1593,580.7,0,Core
Cluster 4796,Rv2148c,Rv2148c,83332.Rv2148c,F,"Hypothetical protein YggS, proline synthase co-transcribed bacterial homolog PROSC",None,1595,559.1,0,Core
Cluster 4797,Rv1998c,Rv1998c,83332.Rv1998c,G,PEP phosphonomutase and related enzymes,AO48_03180,1592,566.8,0,Core
Cluster 4798,0,0,0,0,Glycolipid sulfotransferase,None,2,0.0,0,Uniq
Cluster 4799,0,0,0,0,putative membrane protein,None,1,0.0,0,Uniq
Cluster 48,0,0,0,0,PPE family protein,X202_00316,1,0.0,0,Uniq
Cluster 480,Rv0630c,recB,83332.Rv0630c,L,Exodeoxyribonuclease V beta chain (EC 3.1.11.5),J114_03365,1594,2445.2,0,Core
Cluster 4800,0,0,0,0,Vegetative cell wall protein gp1 precursor,None,1536,0.0,0,Acces
Cluster 4801,0,0,0,0,23S rRNA (cytidine(1920)-2'-O)-methyltransferase (EC 2.1.1.226) @ 16S rRNA (cytidine(1409)-2'-O)-methyltransferase (EC 2.1.1.227),AN02_00809,4,0.0,0,Uniq
Cluster 4802,0,0,0,0,Respiratory nitrate reductase alpha chain (EC 1.7.99.4),None,1,0.0,0,Uniq
Cluster 4803,0,0,0,0,"Long-chain fatty-acid-AMP ligase, Mycobacterial subgroup FadD28",None,1,0.0,0,Uniq
Cluster 4804,0,0,0,0,Monooxygenase EthA (EC 1.-.-.-),BA57_00998,3,0.0,0,Uniq
Cluster 4805,Rv3677c,Rv3677c,419947.MRA_3712,L,"FIG146518: Zn-dependent hydrolases, including glyoxylases",Z578_00166,1569,569.8,0,Acces
Cluster 4806,Rv0044c,Rv0044c,419947.MRA_0047,C,Putative oxidoreductase,Z578_01860,1595,611.0,0,Core
Cluster 4807,Rv3351c,Rv3351c,1041522.MCOL_21876,C,Putative oxidoreductase,Z578_02453,1564,232.7,0,Acces
Cluster 4808,Rv0535,pnp,419947.MRA_0542,F,5'-methylthioadenosine phosphorylase (EC 2.4.2.28),Z578_02887,1595,603.9,0,Core
Cluster 4809,Rv0466,Rv0466,83332.Rv0466,I,Acyl-ACP thioesterase,T594_02961,1595,613.1,0,Core
Cluster 481,Rv0973c,accA2,419947.MRA_0980,I,Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4),None,1593,1473.5,0,Core
Cluster 4810,Rv1363c,Rv1363c,83332.Rv1363c,S,FIG00821219: MCE associated membrane protein,W050_01422,1593,541.9,0,Core
Cluster 4811,Rv1858,modB,378753.KRH_01730,P,Molybdenum transport system permease protein ModB (TC 3.A.1.8.1),AL87_01914,1595,288.2,0,Core
Cluster 4812,Rv0317c,glpQ2,83332.Rv0317c,C,Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46),None,1595,508.4,0,Core
Cluster 4813,0,0,0,0,Mobile element protein,X145_04001,1,0.0,0,Uniq
Cluster 4814,0,0,0,0,Vegetative cell wall protein gp1 precursor,W045_02407,1,0.0,0,Uniq
Cluster 4815,0,0,0,0,Ccs1/ResB-related putative cytochrome C-type biogenesis protein,None,1,0.0,0,Uniq
Cluster 4816,Rv3319,sdhB,83332.Rv3319,C,Succinate dehydrogenase iron-sulfur protein (EC 1.3.5.1),Z578_01288,1593,613.5,0,Core
Cluster 4817,Rv0675,echA5,419947.MRA_0685,I,Enoyl-CoA hydratase (EC 4.2.1.17) @ Enoyl-CoA hydratase EchA5 (EC 4.2.1.17),Z578_02036,1594,570.7,0,Core
Cluster 4818,Rv3833,Rv3833,419947.MRA_3873,K,"Transcriptional regulator, AraC family",Z578_03044,1592,599.2,0,Core
Cluster 4819,Rv0295c,Rv0295c,419947.MRA_0304,S,Sulfotransferase,Z578_03193,1594,602.5,0,Core
Cluster 482,0,0,0,0,PE-PGRS family protein,W065_04000,171,0.0,0,Acces
Cluster 4820,0,0,0,0,PE-PGRS family protein,None,98,0.0,0,Acces
Cluster 4821,Rv0577,TB27.3,83332.Rv0577,S,27 kDa antigen Cfp30B,T594_02844,1593,590.6,0,Core
Cluster 4822,Rv1742,Rv1742,557599.MkanA1_010100009149,S,hypothetical protein,AN90_01743,1593,418.2,0,Core
Cluster 4823,Rv1356c,Rv1356c,246196.MSMEG_2199,S,hypothetical protein,None,1554,275.7,0,Acces
Cluster 4824,0,0,0,0,hypothetical protein,T569_03706,1,0.0,0,Uniq
Cluster 4825,0,0,0,0,Hydroxyproline-rich glycoprotein DZ-HRGP precursor,T580_03791,1,0.0,0,Uniq
Cluster 4826,0,0,0,0,PE-PGRS family protein,None,2,0.0,0,Uniq
Cluster 4827,0,0,0,0,Conserved alanine and proline rich protein,X141_01676,2,0.0,0,Uniq
Cluster 4828,0,0,0,0,Choline dehydrogenase (EC 1.1.99.1),HKBT2_1364,1,0.0,0,Uniq
Cluster 4829,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 483,Rv3080c,pknK,83332.Rv3080c,K,"Serine/Threonine protein kinases / transcriptional regulator, MalT family",V207_01283,1594,2448.5,0,Core
Cluster 4830,0,0,0,0,Segregation and condensation protein A,None,1,0.0,0,Uniq
Cluster 4831,Rv3559c,Rv3559c,419947.MRA_3598,I,3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100),Z578_00045,1594,557.8,0,Core
Cluster 4832,Rv0222,echA1,1041522.MCOL_10583,I,Enoyl-CoA hydratase (EC 4.2.1.17),Z578_00431,1593,456.2,0,Core
Cluster 4833,Rv1249c,Rv1249c,419947.MRA_1257,S,putative membrane protein,Z578_01747,1595,547.0,0,Core
Cluster 4834,Rv1514c,Rv1514c,83332.Rv1514c,M,Putative glycosyl transferase,Z578_02537,1588,601.8,0,Acces
Cluster 4835,Rv2372c,Rv2372c,419947.MRA_2395,S,16S rRNA (uracil(1498)-N(3))-methyltransferase (EC 2.1.1.193),Z578_02611,1595,547.3,0,Core
Cluster 4836,Rv0554,bpoC,419947.MRA_0561,S,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase (EC 4.2.99.20)",Z578_02906,1594,591.1,0,Core
Cluster 4837,Rv3154,nuoJ,419947.MRA_3187,C,NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3),Z578_03597,1595,540.8,0,Core
Cluster 4838,Rv3451,cut3,419947.MRA_3492,S,Cutinase,Z578_03659,1595,574.3,0,Core
Cluster 4839,Rv1762c,Rv1762c,83332.Rv1762c,S,hypothetical protein,Z578_04024,770,585.9,0,Acces
Cluster 484,Rv2124c,metH,419947.MRA_2139,E,5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13),Z578_02152,1595,2670.7,0,Core
Cluster 4840,0,MMAR_1849,216594.MMAR_1849,S,PPE family protein,W029_01743,408,210.9,0,Acces
Cluster 4841,Rv0877,Rv0877,419947.MRA_0884,S,hypothetical protein,BA31_01679,1595,575.3,0,Core
Cluster 4842,Rv3674c,nth,419947.MRA_3709,L,Endonuclease III (EC 4.2.99.18),Z548_02362,1595,500.2,0,Core
Cluster 4843,Rv0012,Rv0012,419947.MRA_0014,S,FIG215594: Membrane spanning protein,BA33_02036,1595,530.7,0,Core
Cluster 4844,Rv3400,Rv3400,83332.Rv3400,G,"Hydrolase, haloacid dehalogenase-like family",T601_03532,1594,532.2,0,Core
Cluster 4845,Rv2018,Rv2018,83332.Rv2018,S,FIG00821748: hypothetical protein,AM92_01982,1496,533.3,0,Acces
Cluster 4846,0,0,0,0,TonB-dependent receptor,None,53,0.0,0,Acces
Cluster 4847,0,0,0,0,hypothetical protein,Z522_02279,3,0.0,0,Uniq
Cluster 4848,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 4849,0,0,0,0,Phosphoribosylglycinamide formyltransferase 2 (EC 2.1.2.-),Q623_02537,1,0.0,0,Uniq
Cluster 485,0,0,0,0,Phenolpthiocerol synthesis type-I polyketide synthase PpsA (EC 2.3.1.41),V915_02204,4,0.0,0,Uniq
Cluster 4850,Rv3238c,Rv3238c,83332.Rv3238c,O,putative membrane protein,AL17_03363,1592,545.2,0,Core
Cluster 4851,0,0,0,0,PE-PGRS family protein,V201_02073,1,0.0,0,Uniq
Cluster 4852,Rv3005c,Rv3005c,419947.MRA_3035,S,"Membrane protein 2, distant similarity to thiosulphate:quinone oxidoreductase DoxD",Z578_00978,1595,562.7,0,Core
Cluster 4853,Rv3203,lipV,419947.MtubH3_010100009919,S,Lipase LipV,Z578_01167,1594,576.5,0,Core
Cluster 4854,Rv3286c,sigF,419947.MRA_3327,K,RNA polymerase sigma factor SigB,Z578_01254,1594,558.4,0,Core
Cluster 4855,Rv1857,modA,419947.MRA_1868,P,"Molybdenum ABC transporter, periplasmic molybdenum-binding protein ModA (TC 3.A.1.8.1)",Z578_01366,1595,545.7,0,Core
Cluster 4856,Rv3039c,echA17,83332.Rv3039c,I,Enoyl-CoA hydratase (EC 4.2.1.17),Z578_01930,1595,532.6,0,Core
Cluster 4857,Rv1438,tpi,83332.Rv1438,G,Triosephosphate isomerase (EC 5.3.1.1),Z578_02437,1594,571.8,0,Core
Cluster 4858,Rv2883c,pyrH,419947.MRA_2908,F,Uridine monophosphate kinase (EC 2.7.4.22),Z578_03353,1595,553.2,0,Core
Cluster 4859,Rv1457c,Rv1457c,83332.Rv1457c,V,"Multidrug ABC transporter, permease protein",Z578_03359,1595,534.2,0,Core
Cluster 486,0,0,0,0,PE-PGRS family protein,AO92_03949,5,0.0,0,Acces
Cluster 4860,Rv1368,lprF,83332.Rv1368,S,hypothetical protein,T594_02019,1589,565.5,0,Core
Cluster 4861,Rv0294,tam,83332.Rv0294,S,Trans-aconitate 2-methyltransferase (EC 2.1.1.144),T594_03136,1595,601.9,0,Core
Cluster 4862,Rv2969c,Rv2969c,419947.MRA_2997,O,POSSIBLE CONSERVED MEMBRANE OR SECRETED PROTEIN,W029_01567,1594,554.2,0,Core
Cluster 4863,Rv1401,Rv1401,419947.MtubH3_010100010556,S,hypothetical protein,AJ45_02668,1594,493.0,0,Core
Cluster 4864,0,0,0,0,hypothetical protein,P928_00393,672,0.0,0,Acces
Cluster 4865,0,0,0,0,hypothetical protein,None,6,0.0,0,Acces
Cluster 4866,0,0,0,0,"Transcriptional regulator, AcrR family",T612_03037,2,0.0,0,Uniq
Cluster 4867,0,0,0,0,PE-PGRS family protein,None,3,0.0,0,Uniq
Cluster 4868,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 4869,0,0,0,0,"Phospholipase, patatin family protein",AM28_03931,1,0.0,0,Uniq
Cluster 487,Rv1547,dnaE1,419947.MRA_1559,L,DNA polymerase III alpha subunit (EC 2.7.7.7),T594_01838,1594,2698.8,0,Core
Cluster 4870,Rv1525,wbbL2,83332.Rv1525,S,POSSIBLE RHAMNOSYL TRANSFERASE WBBL2,X212_01590,1415,584.4,0,Acces
Cluster 4871,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 4872,0,0,0,0,putative sodium-dependent bicarbonate transporter,Q642_02495,1,0.0,0,Uniq
Cluster 4873,0,0,0,0,Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),Z550_02439,1,0.0,0,Uniq
Cluster 4874,Rv0332,Rv0332,419947.MRA_0341,S,hypothetical protein,AN18_03428,1595,573.3,0,Core
Cluster 4875,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 4876,Rv3530c,Rv3530c,419947.MRA_3569,S,"Oxidoreductase, short-chain dehydrogenase/reductase family",Z578_00016,1595,562.6,0,Core
Cluster 4877,Rv1644,tsnR,419947.MRA_1655,J,"RNA methyltransferase, TrmH family",Z578_00548,1593,523.7,0,Core
Cluster 4878,Rv0446c,Rv0446c,557599.MkanA1_010100010972,S,FIG005069: Hypothetical protein,Z578_01480,1595,473.1,0,Core
Cluster 4879,Rv2766c,Rv2766c,262316.MAP2872c,I,3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100),Z578_01648,1591,496.5,0,Core
Cluster 488,0,RV1753C,83332.Rv1753c,N,PPE family protein,K854_05718,594,1180.1,0,Acces
Cluster 4880,Rv2145c,wag31,419947.MRA_2160,D,Cell division initiation protein DivIVA,Z578_02175,1595,513.1,0,Core
Cluster 4881,Rv3137,Rv3137,83332.Rv3137,E,Histidinol-phosphatase [alternative form] (EC 3.1.3.15),Z578_03580,1595,562.2,0,Core
Cluster 4882,Rv3482c,Rv3482c,0,0,PROBABLE CONSERVED MEMBRANE PROTEIN,T594_04036,1593,0.0,0,Core
Cluster 4883,0,RV0837C,83332.Rv0837c,S,hypothetical protein,AN90_01003,89,473.2,0,Acces
Cluster 4884,Rv3654c,Rv3654c,471857.Svir_35870,S,hypothetical protein,None,1575,66.6,0,Acces
Cluster 4885,Rv1686c,Rv1686c,419947.MRA_1696,V,"ABC transporter, permease protein",AN23_01230,1594,472.8,0,Core
Cluster 4886,0,0,0,0,hypothetical protein,J112_14700,1,0.0,0,Uniq
Cluster 4887,0,0,0,0,transposase IS116/IS110/IS902 family protein,HKBT1_0839,1,0.0,0,Uniq
Cluster 4888,Rv1118c,Rv1118c,419947.MRA_1128,S,hypothetical protein Rv1118c,None,1595,545.7,0,Core
Cluster 4889,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 489,0,RV1753C,83332.Rv1753c,N,PPE family protein,X442_01510,53,2277.6,0,Acces
Cluster 4890,0,0,0,0,Mobile element protein,P971_02898,1,0.0,0,Uniq
Cluster 4891,Rv3549c,Rv3549c,419947.MRA_3588,S,Probable short-chain type dehydrogenase/reductase (EC 1.-.-.-),Z578_00035,1595,560.8,0,Core
Cluster 4892,Rv0128,Rv0128,557599.MkanA1_010100002292,S,Putative transmembrane protein,Z578_00334,1594,414.2,0,Core
Cluster 4893,Rv2696c,Rv2696c,419947.MRA_2724,S,FIG00822685: hypothetical protein,Z578_01577,1593,478.7,0,Core
Cluster 4894,Rv3386,Rv3386,83332.Rv3386,L,Transposase,Z578_02487,1593,515.2,0,Core
Cluster 4895,Rv0527,ccdA,419947.MRA_0534,O,Cytochrome c-type biogenesis protein CcdA (DsbD analog),Z578_02878,1595,527.3,0,Core
Cluster 4896,Rv3816c,Rv3816c,419947.MRA_3856,I,Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51),Z578_03027,1594,576.9,0,Core
Cluster 4897,Rv1340,rphA,419947.MRA_1348,J,Ribonuclease PH (EC 2.7.7.56),Z578_03432,1595,566.0,0,Core
Cluster 4898,Rv0776c,Rv0776c,585531.HMPREF0063_11555,S,FIG00823336: hypothetical protein,Z578_03538,1595,301.3,0,Core
Cluster 4899,Rv1773c,Rv1773c,83332.Rv1773c,K,"Transcriptional regulator, IclR family",Z578_03802,1594,521.3,0,Core
Cluster 49,0,0,0,0,PPE family protein,X168_03469,4,0.0,0,Uniq
Cluster 490,0,RV1753C,83332.Rv1753c,N,PPE family protein,X376_00299,103,2288.1,0,Acces
Cluster 4900,0,0,0,0,PPE family protein,None,1,0.0,0,Uniq
Cluster 4901,Rv1687c,Rv1687c,419947.MRA_1697,V,ABC-type multidrug transport system ATP-binding component yhiH,P476_01751,1593,550.5,0,Core
Cluster 4902,0,0,0,0,Oxidoreductase FadB5,T599_01672,1,0.0,0,Uniq
Cluster 4903,0,0,0,0,PE-PGRS family protein,AL28_01140,1,0.0,0,Uniq
Cluster 4904,0,0,0,0,Phospholipase C 4 precursor (EC 3.1.4.3),K866_05753,2,0.0,0,Uniq
Cluster 4905,Rv0091,mtn,639283.Snov_1893,F,5'-methylthioadenosine nucleosidase (EC 3.2.2.16) @ S-adenosylhomocysteine nucleosidase (EC 3.2.2.9),AO46_03776,1595,291.0,0,Core
Cluster 4906,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 4907,0,0,0,0,Mobile element protein,None,47,0.0,0,Acces
Cluster 4908,Rv3839,Rv3839,262316.MAP0192c,S,hypothetical protein,Z578_03050,1594,406.8,0,Core
Cluster 4909,Rv1085c,Rv1085c,419947.MRA_1095,S,"FIG01964566: Predicted membrane protein, hemolysin III homolog",Z578_03832,1595,532.1,0,Core
Cluster 491,Rv0667,rpoB,419947.MtubH3_010100005402,K,DNA-directed RNA polymerase beta subunit (EC 2.7.7.6),BA24_03142,1595,2475.4,0,Core
Cluster 4910,Rv0820,phoT,83332.Rv0820,P,Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1),Z578_03952,1595,567.3,0,Core
Cluster 4911,Rv2671,ribD,419947.MRA_2699,H,"2,5-diamino-6-ribosylamino-pyrimidinone 5-phosphate reductase (EC 1.1.1.302) homolog",Z578_04031,1595,517.7,0,Core
Cluster 4912,Rv3070,Rv3070,419947.MRA_3103,U,CrcB protein,P975_03160,1594,248.6,0,Core
Cluster 4913,Rv1339,Rv1339,419947.MtubH3_010100014078,S,Metal-dependent hydrolases of the beta-lactamase superfamily III,P460_00708,1595,559.9,0,Core
Cluster 4914,0,0,0,0,"Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE6",None,1,0.0,0,Uniq
Cluster 4915,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 4916,0,0,0,0,Metallo-beta-lactamase superfamily protein,AP56_01063,1,0.0,0,Uniq
Cluster 4917,0,0,0,0,"Glycerol-3-phosphate ABC transporter, ATP-binding protein UgpC (TC 3.A.1.1.3)",BA28_03977,1,0.0,0,Uniq
Cluster 4918,0,0,0,0,hypothetical protein,AL42_03372,5,0.0,0,Acces
Cluster 4919,Rv0818,Rv0818,83332.Rv0818,K,GlnR-family transcriptional regulator,None,1595,549.0,0,Core
Cluster 492,Rv1522c,mmpL12,83332.Rv1522c,S,Transmembrane transport protein MmpL10,AP24_02044,1594,2511.6,0,Core
Cluster 4920,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 4921,0,0,0,0,"Methylmalonyl-CoA mutase small subunit, MutA (EC 5.4.99.2)",None,1,0.0,0,Uniq
Cluster 4922,0,0,0,0,PE family protein,None,2,0.0,0,Uniq
Cluster 4923,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 4924,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 4925,Rv2323c,Rv2323c,419947.MRA_2343,E,"NG,NG-dimethylarginine dimethylaminohydrolase 1 (EC 3.5.3.18)",Z578_00825,1595,572.7,0,Core
Cluster 4926,Rv0911,Rv0911,216594.MMAR_4617,S,Putative hydroxylase,Z578_01077,1594,462.3,0,Core
Cluster 4927,Rv1033c,trcR,419947.MRA_1041,T,DNA-binding response regulator KdpE,Z578_02856,1595,560.8,0,Core
Cluster 4928,Rv2857c,Rv2857c,83332.Rv2857c,S,Short-chain dehydrogenase/reductase in hypothetical Actinobacterial gene cluster,Z578_03326,1595,551.1,0,Core
Cluster 4929,Rv1070c,echA8,765698.Mesci_6037,I,Enoyl-CoA hydratase (EC 4.2.1.17),Z578_03817,1595,376.3,0,Core
Cluster 493,Rv3910,Rv3910,419947.MRA_3949,T,Proposed peptidoglycan lipid II flippase MurJ / Pseudokinase domain in MviN,Z578_02354,1594,2510.5,0,Core
Cluster 4930,Rv1221,sigE,419947.MRA_1230,K,Alternative RNA polymerase sigma factor SigE,T594_02174,1595,589.0,0,Core
Cluster 4931,Rv1270c,lprA,83332.Rv1270c,M,Lipoprotein LprA,AL82_01322,1595,513.0,0,Core
Cluster 4932,Rv2071c,cobM,419947.MRA_2085,H,Precorrin-4 C(11)-methyltransferase (EC 2.1.1.133),X352_01918,1595,535.7,0,Core
Cluster 4933,0,0,0,0,Acetohydroxy acid synthase,AO48_03579,1,0.0,0,Uniq
Cluster 4934,0,0,0,0,putative membrane protein,J114_02040,1,0.0,0,Uniq
Cluster 4935,Rv2667,clpC2,216594.MMAR_2048,O,Probable ATP-dependent Clp protease ATP-binding subunit,W014_00948,1595,405.6,0,Core
Cluster 4936,Rv0484c,Rv0484c,419947.MRA_0491,L,Serine 3-dehydrogenase,X103_00504,1595,525.5,0,Core
Cluster 4937,Rv1888c,Rv1888c,216594.MMAR_2780,S,putative membrane protein,None,1595,385.9,0,Core
Cluster 4938,Rv2126c,PE_PGRS37,0,0,PE-PGRS family protein,P927_02183,1517,0.0,0,Acces
Cluster 4939,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 494,0,0,0,0,PE-PGRS family protein,X077_01826,94,0.0,0,Acces
Cluster 4940,0,0,0,0,Mobile element protein,P974_01563,1,0.0,0,Uniq
Cluster 4941,Rv3591c,Rv3591c,419947.MRA_3630,S,"Hydrolase, alpha/beta fold family",N087_03267,1595,583.9,0,Core
Cluster 4942,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 4943,0,0,0,0,PE-PGRS family protein,X145_01456,1,0.0,0,Uniq
Cluster 4944,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 4945,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 4946,Rv3662c,Rv3662c,262316.MAP0413,S,Putative oxidoreductase,Z578_00150,1594,413.1,0,Core
Cluster 4947,Rv0489,gpm1,419947.MRA_0496,G,Phosphoglycerate mutase (EC 5.4.2.11),Z578_01526,1592,560.1,0,Core
Cluster 4948,Rv0023,Rv0023,0,0,Transcriptional regulatory protein,Z578_01839,1591,0.0,0,Core
Cluster 4949,Rv0090,Rv0090,557599.MkanA1_010100001912,S,putative membrane protein,Z578_01909,1595,457.1,0,Core
Cluster 495,0,0,0,0,Uncharacterized protein MJ1441,X146_00578,2,0.0,0,Uniq
Cluster 4950,Rv2486,echA14,419947.MRA_2511,I,Enoyl-CoA hydratase (EC 4.2.1.17),Z578_02259,1593,536.9,0,Core
Cluster 4951,Rv3455c,truA,419947.MRA_3496,J,tRNA pseudouridine synthase A (EC 5.4.99.12),Z578_03663,1594,568.9,0,Core
Cluster 4952,Rv1941,Rv1941,710685.MycrhN_4177,S,short-chain type dehydrogenase-reductase,Z578_03789,1595,421.7,0,Core
Cluster 4953,Rv1863c,Rv1863c,83332.Rv1863c,S,putative membrane protein,AL82_01911,1594,479.9,0,Core
Cluster 4954,Rv0491,regX3,419947.MRA_0498,T,Phosphate regulon transcriptional regulatory protein PhoB (SphR),J114_02615,1593,484.3,0,Core
Cluster 4955,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 4956,0,0,0,0,Glutamine synthetase family protein in hypothetical Actinobacterial gene cluster,P949_01911,1,0.0,0,Uniq
Cluster 4957,0,0,0,0,PE-PGRS family protein,None,2,0.0,0,Uniq
Cluster 4958,Rv1728c,Rv1728c,419947.MRA_1738,S,hypothetical protein,T571_01488,1593,510.4,0,Core
Cluster 4959,0,0,0,0,hypothetical protein Rv0784,UDA_0784,2,0.0,0,Uniq
Cluster 496,0,0,0,0,PE-PGRS family protein,W078_03533,5,0.0,0,Acces
Cluster 4960,0,0,0,0,Epoxide hydrolase (EC 3.3.2.9),None,1,0.0,0,Uniq
Cluster 4961,Rv3223c,sigH,419947.MtubH3_010100002150,K,RNA polymerase sigma factor RpoE,Z578_01189,1595,554.0,0,Core
Cluster 4962,Rv3297,nei,419947.MRA_3338,L,Endonuclease VIII,Z578_01265,1595,583.6,0,Core
Cluster 4963,Rv1928c,Rv1928c,83332.Rv1928c,S,Probable short-chain type dehydrogenase/reductase (EC 1.-.-.-),T594_00356,1550,557.8,0,Acces
Cluster 4964,0,0,0,0,Conserved alanine and proline rich protein,None,24,0.0,0,Acces
Cluster 4965,0,0,0,0,Esterase,Q641_00825,1,0.0,0,Uniq
Cluster 4966,0,0,0,0,hypothetical protein,AN62_03199,3,0.0,0,Uniq
Cluster 4967,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 4968,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 4969,0,0,0,0,PE-PGRS family protein,AP25_04036,5,0.0,0,Acces
Cluster 497,Rv0196,Rv0196,216594.MMAR_0436,K,"ABC-type multidrug transport system, ATPase/permease components",AL26_03996,1592,333.5,0,Core
Cluster 4970,0,0,0,0,hypothetical protein,P980_00902,1,0.0,0,Uniq
Cluster 4971,0,0,0,0,PE-PGRS family protein,X161_01084,1,0.0,0,Uniq
Cluster 4972,0,0,0,0,"FIG019327: membrane domain / Dihydroneopterin triphosphate pyrophosphohydolase, putative, Actinobacterial type, NudB-like",W079_02889,1,0.0,0,Uniq
Cluster 4973,Rv1566c,Rv1566c,640132.Srot_0179,M,NLP/P60 family protein,AO87_01976,1587,162.0,0,Acces
Cluster 4974,0,0,0,0,hypothetical protein Rv0784,None,1,0.0,0,Uniq
Cluster 4975,Rv0658c,Rv0658c,419947.MRA_0668,S,putative membrane protein,None,1588,440.1,0,Acces
Cluster 4976,Rv3723,Rv3723,0,0,putative membrane protein,Z578_00217,1594,0.0,0,Core
Cluster 4977,Rv3791,dprE2,419947.MRA_3831,"['I', 'Q']",Heteromeric decaprenylphosphoryl-beta-D-ribose 2'-epimerase (EC 1.1.1.333) subunit DprE2,Z578_00293,1594,520.4,0,Core
Cluster 4978,Rv0116c,ldtA,875328.JDM601_4187,S,putative membrane protein,Z578_00322,1594,318.2,0,Core
Cluster 4979,Rv0224c,Rv0224c,419947.MRA_0232,S,Uncharacterized methyltransferase (EC 2.1.1.-),Z578_00433,1594,577.5,0,Core
Cluster 498,0,0,0,0,PE-PGRS family protein,P465_01520,1,0.0,0,Uniq
Cluster 4980,Rv1591,Rv1591,0,0,Putative transmembrane protein,Z578_00493,1594,0.0,0,Core
Cluster 4981,Rv1711,Rv1711,419947.MRA_1721,J,Ribosomal large subunit pseudouridine synthase B (EC 5.4.99.22),Z578_00616,1594,543.7,0,Core
Cluster 4982,Rv3912,Rv3912,419947.MRA_3951,S,FIG00822885: hypothetical protein,Z578_02356,1593,528.0,0,Core
Cluster 4983,Rv2392,cysH,419947.MRA_2416,P,Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8),Z578_02632,1594,582.6,0,Core
Cluster 4984,Rv3501c,yrbE4A,419947.MRA_3541,Q,Conserved hypothetical integral membrane protein YrbEa,Z578_03500,1594,523.0,0,Core
Cluster 4985,Rv2473,Rv2473,0,0,Alanine and proline rich membrane protein,T594_00933,1595,0.0,0,Core
Cluster 4986,Rv3376,Rv3376,83332.Rv3376,S,"Hydrolase, haloacid dehalogenase-like family",T594_03924,1592,470.7,0,Core
Cluster 4987,0,CYP123A3,419947.MRA_0775,Q,Cytochrome P450,AJ41_03414,68,419.3,0,Acces
Cluster 4988,Rv1517,Rv1517,0,0,hypothetical protein Rv1517,Q625_01873,1589,0.0,0,Core
Cluster 4989,Rv2492,Rv2492,0,0,FIG00824247: hypothetical protein,W014_00763,1530,0.0,0,Acces
Cluster 499,0,0,0,0,PE-PGRS family protein,X385_03843,1,0.0,0,Uniq
Cluster 4990,0,0,0,0,"Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)",AO84_01642,1,0.0,0,Uniq
Cluster 4991,0,0,0,0,Methyltransferase (EC 2.1.1.-) colocalized with Q,None,7,0.0,0,Acces
Cluster 4992,Rv1513,Rv1513,557599.MkanA1_010100020865,S,hypothetical protein,None,1590,369.4,0,Core
Cluster 4993,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 4994,0,0,0,0,PE family protein,None,1,0.0,0,Uniq
